     NH               Temp.Gaz         Td.01            Td.02            Td.03            Td.04            Td.05            Td.06            Td.07            Td.08            Td.09            Td.10            Td.11            Td.12            Ionisation       Pd.h2            Pd.co            FH2chi           DH2chi           FH2grain         DH2phot          FH2.ElRi         Cho.Ph.Gr        Cho.H2.Gr        Cho.photons      Cho.RC           Cho.ph.sec       Cho.eq.chi       Cho.total        Ref.C.tot        Ref.O.tot        Ref.S.tot        Ref.C+.tot       Ref.CO.tot       Ref.C*O.tot      Ref.H2O.tot      Ref.CS.tot       Ref.total        Cho.casc.H2      Ref.casc.H2      Cho.gas.gr       Ref.gas.gr    
   4.07301459E+19  1.39001216E+003  7.18211895E+001  7.26930712E+001  7.43256200E+001  7.68501951E+001  8.04451587E+001  8.54441169E+001  9.21674409E+001  1.00822801E+002  1.10429835E+002  1.17122924E+002  1.16630054E+002  1.15168287E+002  1.03086384E-004  1.11097102E-005  7.92333620E-006  4.39105048E-008  4.72170361E-008  2.37101784E-020  1.33379328E-005  1.33412414E-005  3.57605995E-017  1.53853571E-017  7.19919606E-018  1.88322185E-022  2.96594971E-033  4.20333537E-019  7.66284245E-017  1.64338804E-024  4.08293229E-017  2.59315980E-023  5.19671075E-019  1.93782946E-024  2.04886801E-026  6.95408441E-031  1.17939422E-038  7.66320946E-017  1.78627500E-017  0.00000000E+000  0.00000000E+000  2.90143747E-017
   5.70221998E+19  1.43224653E+003  7.08727683E+001  7.17343265E+001  7.33477010E+001  7.58428156E+001  7.93963403E+001  8.43380540E+001  9.09840235E+001  9.95364461E+001  1.09008527E+002  1.15554423E+002  1.15032543E+002  1.13593135E+002  1.03249438E-004  9.91724010E-006  7.07148058E-006  4.79695339E-008  5.14555835E-008  2.68787711E-020  1.31687421E-005  1.31722281E-005  3.56432879E-017  1.52672563E-017  7.16722800E-018  1.88322191E-022  3.65525789E-033  4.21001104E-019  7.82446809E-017  1.83288785E-024  4.09344491E-017  2.89275467E-023  5.20009787E-019  2.46256268E-024  2.59742656E-026  1.27106538E-030  1.69738969E-038  7.82453595E-017  1.97457192E-017  0.00000000E+000  0.00000000E+000  3.04572916E-017
   6.92412389E+19  1.46330773E+003  7.02293387E+001  7.10839418E+001  7.26843991E+001  7.51596737E+001  7.86853048E+001  8.35885161E+001  9.01825333E+001  9.86659989E+001  1.08048133E+002  1.14496656E+002  1.13955849E+002  1.12531292E+002  1.03356910E-004  9.13949687E-006  6.53216779E-006  5.10223537E-008  5.46338935E-008  2.93252725E-020  1.30421653E-005  1.30457793E-005  3.55169734E-017  1.51766423E-017  7.14328152E-018  1.88322198E-022  4.23852836E-033  4.21384742E-019  7.94378308E-017  1.97752438E-024  4.10071280E-017  3.11886972E-023  5.20258148E-019  2.91304222E-024  3.06731266E-026  1.95479989E-030  2.19677421E-038  7.94379633E-017  2.11793604E-017  0.00000000E+000  0.00000000E+000  3.15311289E-017
   8.14602772E+19  1.49461777E+003  6.96300487E+001  7.04782092E+001  7.20667031E+001  7.45236072E+001  7.80234224E+001  8.28910181E+001  8.94370153E+001  9.78568150E+001  1.07156048E+002  1.13515031E+002  1.12956970E+002  1.11546095E+002  1.03455980E-004  8.43397021E-006  6.05500550E-006  5.41315946E-008  5.78712048E-008  3.18525235E-020  1.29164478E-005  1.29201907E-005  3.53566147E-017  1.50863920E-017  7.11949618E-018  1.88322208E-022  4.89578255E-033  4.21692355E-019  8.06455673E-017  2.12716893E-024  4.10768922E-017  3.35023503E-023  5.20492569E-019  3.42432763E-024  3.59958271E-026  2.96646853E-030  2.82058192E-038  8.06456220E-017  2.26611837E-017  0.00000000E+000  0.00000000E+000  3.26241301E-017
   9.83312471E+19  1.53898348E+003  6.88595438E+001  6.96994732E+001  7.12726848E+001  7.37061297E+001  7.71729965E+001  8.19951623E+001  8.84799526E+001  9.68186808E+001  1.06012446E+002  1.12257703E+002  1.11678069E+002  1.10284601E+002  1.03583810E-004  7.55065122E-006  5.47561453E-006  5.85646645E-008  6.24929144E-008  3.55038252E-020  1.27412906E-005  1.27452192E-005  3.50814615E-017  1.49601536E-017  7.08636129E-018  1.88322226E-022  5.95622668E-033  4.22028885E-019  8.23676808E-017  2.34528657E-024  4.11709932E-017  3.68151086E-023  5.20802167E-019  4.24001401E-024  4.44760284E-026  5.21177365E-030  3.94709533E-038  8.23675975E-017  2.48174872E-017  0.00000000E+000  0.00000000E+000  3.41909215E-017
   1.15202215E+20  1.58519741E+003  6.81413628E+001  6.89736755E+001  7.05327489E+001  7.29444978E+001  7.63809136E+001  8.11611216E+001  8.75894332E+001  9.58534455E+001  1.04950104E+002  1.11090977E+002  1.10492093E+002  1.09114629E+002  1.03705394E-004  6.75010923E-006  4.96993333E-006  6.31953714E-008  6.73264060E-008  3.93749600E-020  1.25593414E-005  1.25634727E-005  3.47487278E-017  1.48269836E-017  7.05194312E-018  1.88322248E-022  7.24242106E-033  4.22299338E-019  8.41768120E-017  2.58024826E-024  4.12644823E-017  4.02814170E-023  5.21111517E-019  5.22099595E-024  5.46512574E-026  9.11980691E-030  5.47920764E-038  8.41763571E-017  2.71266698E-017  0.00000000E+000  0.00000000E+000  3.58454803E-017
   1.27131791E+20  1.61954683E+003  6.76593852E+001  6.84866183E+001  7.00362644E+001  7.24335506E+001  7.58496793E+001  8.06019520E+001  8.69926932E+001  9.52070721E+001  1.04239307E+002  1.10311242E+002  1.09700047E+002  1.08333173E+002  1.03789716E-004  6.22400726E-006  4.64910756E-006  6.66188093E-008  7.09104930E-008  4.22616140E-020  1.24259580E-005  1.24302484E-005  3.44764152E-017  1.47287068E-017  7.02672370E-018  1.88322267E-022  8.32859778E-033  4.22453941E-019  8.55316362E-017  2.75944590E-024  4.13316975E-017  4.28419658E-023  5.21335600E-019  6.03889583E-024  6.31166819E-026  1.35581526E-029  6.88993199E-038  8.55313940E-017  2.88771482E-017  0.00000000E+000  0.00000000E+000  3.70899740E-017
   1.39061365E+20  1.65549841E+003  6.71958119E+001  6.80181851E+001  6.95588128E+001  7.19422666E+001  7.53390017E+001  8.00645843E+001  8.64194593E+001  9.45865237E+001  1.03557445E+002  1.09564107E+002  1.08941619E+002  1.07584790E+002  1.03873786E-004  5.72630557E-006  4.35451816E-006  7.01798285E-008  7.46486206E-008  4.52829297E-020  1.22873800E-005  1.22918473E-005  3.41744856E-017  1.46257265E-017  7.00053381E-018  1.88322289E-022  9.59975034E-033  4.22586153E-019  8.69596038E-017  2.95178443E-024  4.13997360E-017  4.54971680E-023  5.21554179E-019  6.98066151E-024  7.28461189E-026  2.02226166E-029  8.65069395E-038  8.69591728E-017  3.07360834E-017  0.00000000E+000  0.00000000E+000  3.84059421E-017
   1.50990939E+20  1.69333893E+003  6.67486518E+001  6.75663624E+001  6.90983386E+001  7.14685257E+001  7.48466690E+001  7.95466801E+001  8.58672234E+001  9.39890725E+001  1.02901524E+002  1.08846337E+002  1.08213524E+002  1.06866234E+002  1.03958656E-004  5.25362080E-006  4.08317918E-006  7.38973676E-008  7.85661919E-008  4.84477267E-020  1.21432378E-005  1.21479049E-005  3.38422518E-017  1.45179196E-017  6.97331110E-018  1.88322314E-022  1.11028310E-032  4.22700801E-019  8.84737118E-017  3.16015931E-024  4.14692594E-017  4.82539351E-023  5.21774053E-019  8.07012115E-024  8.40797983E-026  3.03077118E-029  1.08569279E-037  8.84730129E-017  3.27173402E-017  0.00000000E+000  0.00000000E+000  3.98058159E-017
   1.62920513E+20  1.73328923E+003  6.63163315E+001  6.71295587E+001  6.86532172E+001  7.10106522E+001  7.43709327E+001  7.90463905E+001  8.53340013E+001  9.34125581E+001  1.02269171E+002  1.08155357E+002  1.07513136E+002  1.06174911E+002  1.04045349E-004  4.80355057E-006  3.83260954E-006  7.77915521E-008  8.26896697E-008  5.17643080E-020  1.19930723E-005  1.19979686E-005  3.34802187E-017  1.44049088E-017  6.94497671E-018  1.88322343E-022  1.29000468E-032  4.22808526E-019  9.00848090E-017  3.38822017E-024  4.15405031E-017  5.11172328E-023  5.21995603E-019  9.33673466E-024  9.71144064E-026  4.57043152E-029  1.36348865E-037  9.00837717E-017  3.48317080E-017  0.00000000E+000  0.00000000E+000  4.13001200E-017
   1.83285566E+20  1.80687527E+003  6.56091037E+001  6.64150521E+001  6.79252080E+001  7.02619478E+001  7.35932564E+001  7.82289252E+001  8.44632451E+001  9.24719400E+001  1.01238822E+002  1.07031884E+002  1.06375578E+002  1.05051811E+002  1.04200872E-004  4.08294889E-006  3.44699944E-006  8.49249674E-008  9.03068490E-008  5.77992750E-020  1.17223209E-005  1.17276995E-005  3.27969892E-017  1.41995697E-017  6.89398080E-018  1.88322403E-022  1.69043375E-032  4.23032912E-019  9.30851758E-017  3.83737346E-024  4.16657966E-017  5.62667695E-023  5.22368784E-019  1.20198725E-023  1.24649580E-025  9.37630928E-029  2.02252240E-037  9.30843209E-017  3.87714149E-017  0.00000000E+000  0.00000000E+000  4.40963879E-017
   1.98559355E+20  1.86663174E+003  6.51017128E+001  6.59024838E+001  6.74030369E+001  6.97250631E+001  7.30357868E+001  7.76432133E+001  8.38397712E+001  9.17991262E+001  1.00502978E+002  1.06231573E+002  1.05566218E+002  1.04252512E+002  1.04327408E-004  3.58047532E-006  3.18824345E-006  9.07789442E-008  9.66285054E-008  6.26536236E-020  1.15082730E-005  1.15141164E-005  3.22385441E-017  1.40359638E-017  6.85378531E-018  1.88322460E-022  2.10222098E-032  4.23339913E-019  9.55566713E-017  4.24117128E-024  4.17627816E-017  6.03616862E-023  5.22661534E-019  1.45986582E-023  1.51035525E-025  1.63208117E-028  2.74248683E-037  9.55541445E-017  4.20048498E-017  0.00000000E+000  0.00000000E+000  4.64087666E-017
   2.10014696E+20  1.91376758E+003  6.47330222E+001  6.55300558E+001  6.70236776E+001  6.93350863E+001  7.26309624E+001  7.72180340E+001  8.33874116E+001  9.13113467E+001  9.99701561E+001  1.05653231E+002  1.04981880E+002  1.03675309E+002  1.04430194E-004  3.22568972E-006  3.00927213E-006  9.55271214E-008  1.01799092E-007  6.64893710E-020  1.13423950E-005  1.13486641E-005  3.18018333E-017  1.39081287E-017  6.82273525E-018  1.88322510E-022  2.50144300E-032  4.23738421E-019  9.75253816E-017  4.59387737E-024  4.18359153E-017  6.35710288E-023  5.22879135E-019  1.69522005E-023  1.75065516E-025  2.49390043E-028  3.47211293E-037  9.75230310E-017  4.45687577E-017  0.00000000E+000  0.00000000E+000  4.82589754E-017
   2.21470036E+20  1.96269298E+003  6.43738593E+001  6.51672731E+001  6.66541819E+001  6.89553097E+001  7.22368147E+001  7.68041974E+001  8.29473149E+001  9.08371091E+001  9.94526838E+001  1.05092545E+002  1.04415831E+002  1.03116064E+002  1.04542287E-004  2.89035461E-006  2.84203204E-006  1.00672105E-007  1.07452695E-007  7.04993513E-020  1.11740848E-005  1.11808623E-005  3.13551922E-017  1.37780079E-017  6.79135880E-018  1.88322569E-022  3.00723593E-032  4.24377832E-019  9.95884705E-017  5.00075221E-024  4.19086009E-017  6.69153963E-023  5.23089926E-019  1.97627529E-023  2.03711167E-025  3.83334974E-028  4.43669775E-037  9.95858565E-017  4.72393455E-017  0.00000000E+000  0.00000000E+000  5.02037028E-017
   2.32925374E+20  2.01283742E+003  6.40237328E+001  6.48136384E+001  6.62940417E+001  6.85852085E+001  7.18527947E+001  7.64011214E+001  8.25188528E+001  9.03757216E+001  9.89497858E+001  1.04548635E+002  1.03867160E+002  1.02573879E+002  1.04666135E-004  2.57591883E-006  2.68551878E-006  1.06310834E-007  1.13699556E-007  7.46898850E-020  1.10052037E-005  1.10125889E-005  3.09075003E-017  1.36468893E-017  6.76005012E-018  1.88322638E-022  3.65531398E-032  4.25378615E-019  1.01723242E-016  5.47251946E-024  4.19797844E-017  7.04060911E-023  5.23294867E-019  2.31211445E-023  2.37902273E-025  5.91673707E-028  5.73395755E-037  1.01720506E-016  4.99832354E-017  0.00000000E+000  0.00000000E+000  5.22224373E-017
   2.44380712E+20  2.06352710E+003  6.36822078E+001  6.44687116E+001  6.59428073E+001  6.82243181E+001  7.14784167E+001  7.60082902E+001  8.21014683E+001  8.99265698E+001  9.84607703E+001  1.04020714E+002  1.03335047E+002  1.02047951E+002  1.04804790E-004  2.28369098E-006  2.53882586E-006  1.12571640E-007  1.20686247E-007  7.90672426E-020  1.08381852E-005  1.08462955E-005  3.04676365E-017  1.35167246E-017  6.72932252E-018  1.88322718E-022  4.49421406E-032  4.26888119E-019  1.03902027E-016  6.02061979E-024  4.20482867E-017  7.40605978E-023  5.23491311E-019  2.71126249E-023  2.78542862E-025  9.15013754E-028  7.51149242E-037  1.03899341E-016  5.27612669E-017  0.00000000E+000  0.00000000E+000  5.42892761E-017
   2.62159054E+20  2.14133564E+003  6.31683067E+001  6.39497310E+001  6.54144088E+001  6.76815063E+001  7.09154820E+001  7.54178479E+001  8.14744828E+001  8.92524551E+001  9.77278846E+001  1.03231411E+002  1.02540298E+002  1.01262231E+002  1.05058193E-004  1.87617021E-006  2.32900250E-006  1.23918761E-007  1.33445645E-007  8.62453256E-020  1.05893727E-005  1.05988862E-005  2.98226041E-017  1.33222614E-017  6.68420670E-018  1.88322869E-022  6.33621899E-032  4.30670646E-019  1.07298611E-016  7.04829610E-024  4.21462468E-017  8.01132881E-023  5.23767744E-019  3.50609189E-023  3.59377620E-025  1.79664527E-027  1.17877661E-036  1.07284477E-016  5.70386800E-017  0.00000000E+000  0.00000000E+000  5.75127537E-017
   2.75492807E+20  2.19794723E+003  6.27950955E+001  6.35728616E+001  6.50307574E+001  6.72874786E+001  7.05069750E+001  7.49895666E+001  8.10199763E+001  8.87642444E+001  9.71979411E+001  1.02662155E+002  1.01967750E+002  1.00696026E+002  1.05287801E-004  1.60803612E-006  2.18452818E-006  1.34127569E-007  1.44966537E-007  9.19479278E-020  1.04125369E-005  1.04233713E-005  2.93794230E-017  1.31831179E-017  6.65283445E-018  1.88323008E-022  8.34229288E-032  4.35006703E-019  1.09781753E-016  7.98306756E-024  4.22125562E-017  8.49999320E-023  5.23962403E-019  4.28697247E-023  4.38713348E-025  2.96901866E-027  1.69743916E-036  1.09778800E-016  6.01311830E-017  0.00000000E+000  0.00000000E+000  5.98964694E-017
   2.88826558E+20  2.25183946E+003  6.24318241E+001  6.32060553E+001  6.46573980E+001  6.69040960E+001  7.01096115E+001  7.45731250E+001  8.05782704E+001  8.82901683E+001  9.66840389E+001  1.02111378E+002  1.01414315E+002  1.00148587E+002  1.05561346E-004  1.37081410E-006  2.05009135E-006  1.46284437E-007  1.58720919E-007  9.79347164E-020  1.02488185E-005  1.02612475E-005  2.89822871E-017  1.30544194E-017  6.62463071E-018  1.88323175E-022  1.11429992E-031  4.41062901E-019  1.12179515E-016  9.07784667E-024  4.22711705E-017  9.02571720E-023  5.24133535E-019  5.27884442E-023  5.39415914E-025  4.87668777E-027  2.50666229E-036  1.12177267E-016  6.30769263E-017  0.00000000E+000  0.00000000E+000  6.21955897E-017
   3.02160305E+20  2.30242481E+003  6.20780653E+001  6.28488795E+001  6.42938884E+001  6.65309009E+001  6.97229121E+001  7.41680130E+001  8.01488122E+001  8.78296129E+001  9.61854785E+001  1.01578266E+002  1.00879146E+002  9.96190813E+001  1.05889365E-004  1.16293395E-006  1.92485729E-006  1.60918169E-007  1.75277809E-007  1.04215242E-019  1.00984370E-005  1.01127854E-005  2.86355679E-017  1.29361734E-017  6.59978382E-018  1.88323375E-022  1.50861991E-031  4.49242425E-019  1.14451115E-016  1.03519987E-023  4.23221399E-017  9.59461457E-023  5.24284760E-019  6.54570035E-023  6.67961863E-025  7.96028340E-027  3.79544798E-036  1.14449816E-016  6.58301595E-017  0.00000000E+000  0.00000000E+000  6.43800443E-017
   3.15494047E+20  2.34894709E+003  6.17334306E+001  6.25009410E+001  6.39398260E+001  6.61674766E+001  6.93464401E+001  7.37737657E+001  7.97310971E+001  8.73820176E+001  9.57016197E+001  1.01062074E+002  1.00361461E+002  9.91067452E+001  1.06281986E-004  9.82472966E-007  1.80808460E-006  1.78645092E-007  1.95307187E-007  1.10798936E-019  9.96274536E-006  9.97939119E-006  2.83447218E-017  1.28296354E-017  6.57870404E-018  1.88323616E-022  2.06739198E-031  4.60001474E-019  1.16569187E-016  1.18230466E-023  4.23651142E-017  1.02146755E-022  5.24415460E-019  8.16847672E-023  8.32546615E-025  1.28996751E-026  5.88721114E-036  1.16557747E-016  6.83559359E-017  0.00000000E+000  0.00000000E+000  6.64116599E-017
   3.26969901E+20  2.38547353E+003  6.14438497E+001  6.22086037E+001  6.36423799E+001  6.58622223E+001  6.90303076E+001  7.34428249E+001  7.93806337E+001  8.70067722E+001  9.52965008E+001  1.00630828E+002  9.99293583E+001  9.86790040E+001  1.06679779E-004  8.47571183E-007  1.71384757E-006  1.96916040E-007  2.15881449E-007  1.16715127E-019  9.85620763E-006  9.87518261E-006  2.81403624E-017  1.27454642E-017  6.56340321E-018  1.88323862E-022  2.73380414E-031  4.71690388E-019  1.18226436E-016  1.32624040E-023  4.23959221E-017  1.07950373E-022  5.24513366E-019  9.92888468E-023  1.01102705E-024  1.94309118E-026  8.73959829E-036  1.18224651E-016  7.03053277E-017  0.00000000E+000  0.00000000E+000  6.80220052E-017
   3.38445750E+20  2.41917530E+003  6.11605540E+001  6.19226293E+001  6.33514411E+001  6.55636975E+001  6.87212181E+001  7.31193642E+001  7.90382523E+001  8.66404405E+001  9.49014860E+001  1.00211197E+002  9.95092455E+001  9.82630383E+001  1.07144098E-004  7.29010101E-007  1.62500107E-006  2.18660668E-007  2.40345283E-007  1.22868573E-019  9.76019480E-006  9.78188715E-006  2.79750951E-017  1.26705673E-017  6.55109321E-018  1.88324152E-022  3.64520777E-031  4.86060135E-019  1.19773712E-016  1.48953629E-023  4.24218695E-017  1.14290019E-022  5.24597141E-019  1.21226053E-022  1.23336489E-024  2.91601353E-026  1.31966961E-035  1.19771718E-016  7.20907079E-017  0.00000000E+000  0.00000000E+000  6.95196176E-017
   3.47052633E+20  2.44244075E+003  6.09520886E+001  6.17122044E+001  6.31373848E+001  6.53440934E+001  6.84938899E+001  7.28815355E+001  7.87866156E+001  8.63713693E+001  9.46116581E+001  9.99038631E+001  9.92017863E+001  9.79585537E+001  1.07538256E-004  6.50429195E-007  1.56168561E-006  2.37560918E-007  2.61564318E-007  1.27642801E-019  9.69441660E-006  9.71842443E-006  2.78773637E-017  1.26195804E-017  6.54373423E-018  1.88324404E-022  4.54018228E-031  4.98781937E-019  1.20847088E-016  1.62581532E-023  4.24382286E-017  1.19436247E-022  5.24653614E-019  1.41104728E-022  1.43478945E-024  3.93939964E-026  1.81367793E-035  1.20844769E-016  7.33074392E-017  0.00000000E+000  0.00000000E+000  7.05601566E-017
   3.55659513E+20  2.46368336E+003  6.07469704E+001  6.15051680E+001  6.29267936E+001  6.51280724E+001  6.82703111E+001  7.26476880E+001  7.85392789E+001  8.61070378E+001  9.43271984E+001  9.96026923E+001  9.89006834E+001  9.76603128E+001  1.07974152E-004  5.79981410E-007  1.50106531E-006  2.58978156E-007  2.85548327E-007  1.32556066E-019  9.63392342E-006  9.66050679E-006  2.78042235E-017  1.25727060E-017  6.53801243E-018  1.88324687E-022  5.66923022E-031  5.13369792E-019  1.21829963E-016  1.77446579E-023  4.24514955E-017  1.24955458E-022  5.24700174E-019  1.64467169E-022  1.67148199E-024  5.30320750E-026  2.50928729E-035  1.21827775E-016  7.44014627E-017  0.00000000E+000  0.00000000E+000  7.15151553E-017
   3.68569824E+20  2.49300538E+003  6.04454074E+001  6.12008031E+001  6.26172363E+001  6.48105858E+001  6.79417910E+001  7.23041871E+001  7.81761243E+001  8.57191907E+001  9.39103023E+001  9.91621709E+001  9.84606110E+001  9.72243291E+001  1.08719539E-004  4.87349157E-007  1.41490248E-006  2.96770509E-007  3.27813869E-007  1.40191657E-019  9.55244927E-006  9.58347503E-006  2.77317974E-017  1.25112499E-017  6.53257037E-018  1.88325187E-022  7.95952419E-031  5.39274861E-019  1.23191783E-016  2.02745563E-023  4.24674515E-017  1.34079367E-022  5.24755903E-019  2.07642491E-022  2.10879242E-024  8.25407103E-026  4.14134475E-035  1.23189789E-016  7.58767026E-017  0.00000000E+000  0.00000000E+000  7.28408110E-017
   3.81480126E+20  2.51773471E+003  6.01509722E+001  6.09036537E+001  6.23150572E+001  6.45007278E+001  6.76212520E+001  7.19691579E+001  7.78221154E+001  8.53414169E+001  9.35048042E+001  9.87347138E+001  9.80339986E+001  9.68015698E+001  1.09577125E-004  4.09257466E-007  1.33407859E-006  3.42282167E-007  3.78500723E-007  1.48152826E-019  9.48091067E-006  9.51713180E-006  2.77149750E-017  1.24571326E-017  6.53073740E-018  1.88325788E-022  1.12180623E-030  5.70654967E-019  1.24344467E-016  2.31653461E-023  4.24771900E-017  1.44324048E-022  5.24797535E-019  2.62400463E-022  2.66363403E-024  1.27526260E-025  6.91799860E-035  1.24342490E-016  7.70707790E-017  0.00000000E+000  0.00000000E+000  7.39662673E-017
   3.94390416E+20  2.53881288E+003  5.98634433E+001  6.06134952E+001  6.20200263E+001  6.41982599E+001  6.73084435E+001  7.16423327E+001  7.74769603E+001  8.49733900E+001  9.31103279E+001  9.83198759E+001  9.76203790E+001  9.63915772E+001  1.10562897E-004  3.43097723E-007  1.25823505E-006  3.97229373E-007  4.39559199E-007  1.56446748E-019  9.41997323E-006  9.46229697E-006  2.77475982E-017  1.24128951E-017  6.53292023E-018  1.88326517E-022  1.58946460E-030  6.08491567E-019  1.25329185E-016  2.65187956E-023  4.24819705E-017  1.55968172E-022  5.24824398E-019  3.32309677E-022  3.37205663E-024  1.96131522E-025  1.17160483E-034  1.25327338E-016  7.80270915E-017  0.00000000E+000  0.00000000E+000  7.49309872E-017
   4.07300692E+20  2.55589015E+003  5.95826126E+001  6.03301169E+001  6.17319275E+001  6.39029581E+001  6.70031301E+001  7.13234598E+001  7.71403845E+001  8.46148030E+001  9.27265183E+001  9.79172369E+001  9.72193101E+001  9.59939189E+001  1.11684388E-004  2.87360098E-007  1.18703335E-006  4.63280348E-007  5.12757470E-007  1.65080293E-019  9.36873926E-006  9.41820237E-006  2.78320023E-017  1.23772566E-017  6.53911942E-018  1.88327402E-022  2.26032915E-030  6.53799381E-019  1.26127403E-016  3.04009009E-023  4.24814865E-017  1.69268106E-022  5.24835283E-019  4.21473469E-022  4.27560696E-024  3.00049736E-025  2.00690652E-034  1.26125775E-016  7.87250366E-017  0.00000000E+000  0.00000000E+000  7.57168310E-017
