# AV             Temperature    H              H2             C              CO
  0.1096507E+01  0.9451378E+03  0.9999059E+03  0.9128775E-03  0.8294256E-07  0.4363584E-12
  0.1148183E+01  0.9032656E+03  0.9999075E+03  0.1243778E-02  0.9828231E-07  0.5322310E-12
  0.1202295E+01  0.8764569E+03  0.9999078E+03  0.1810298E-02  0.1167301E-06  0.6589580E-12
  0.1258958E+01  0.8478776E+03  0.9999075E+03  0.2783327E-02  0.1398769E-06  0.8266977E-12
  0.1318291E+01  0.8086006E+03  0.9999059E+03  0.4766711E-02  0.1698957E-06  0.1052589E-11
  0.1380420E+01  0.7689643E+03  0.9998983E+03  0.9789404E-02  0.2084363E-06  0.1387706E-11
  0.1445477E+01  0.7371340E+03  0.9998521E+03  0.3422815E-01  0.2576176E-06  0.2177182E-11
  0.1513600E+01  0.6218058E+03  0.9980315E+03  0.9591253E+00  0.3127307E-06  0.9791794E-11
  0.1584934E+01  0.5097848E+03  0.9931576E+03  0.3410309E+01  0.3686164E-06  0.1267262E-10
  0.1659629E+01  0.4639510E+03  0.9845039E+03  0.7743053E+01  0.4694804E-06  0.2202382E-10
  0.1737845E+01  0.4311702E+03  0.9686485E+03  0.1567327E+02  0.6396675E-06  0.4365514E-10
  0.1819749E+01  0.4104123E+03  0.9370021E+03  0.3149772E+02  0.9162764E-06  0.9170590E-10
  0.1905511E+01  0.3984614E+03  0.8720889E+03  0.6395495E+02  0.1391129E-05  0.1957137E-09
  0.1995315E+01  0.3925286E+03  0.7404250E+03  0.1297872E+03  0.2290865E-05  0.4293815E-09
  0.2089351E+01  0.4051755E+03  0.5190205E+03  0.2404896E+03  0.4338971E-05  0.1298423E-08
  0.2187819E+01  0.4264991E+03  0.2800727E+03  0.3599635E+03  0.1074579E-04  0.5689055E-08
  0.2290928E+01  0.4357291E+03  0.1299374E+03  0.4350311E+03  0.3004648E-04  0.2418496E-07
  0.2398896E+01  0.4272666E+03  0.6479208E+02  0.4676038E+03  0.6400887E-04  0.7262610E-07
  0.2511952E+01  0.4063068E+03  0.3470289E+02  0.4826484E+03  0.1049132E-03  0.1339985E-06
  0.2630336E+01  0.3745987E+03  0.1837007E+02  0.4908149E+03  0.1513357E-03  0.1853556E-06
  0.2754300E+01  0.3344852E+03  0.1046798E+02  0.4947660E+03  0.2298427E-03  0.2370822E-06
  0.2884106E+01  0.2880859E+03  0.7722769E+01  0.4961386E+03  0.3864958E-03  0.3944793E-06
  0.3020030E+01  0.2331455E+03  0.6784574E+01  0.4966077E+03  0.6679636E-03  0.7574841E-06
  0.3162361E+01  0.1877119E+03  0.6243427E+01  0.4968782E+03  0.1155274E-02  0.1534426E-05
  0.3311398E+01  0.1506244E+03  0.5834036E+01  0.4970829E+03  0.1997575E-02  0.3166021E-05
  0.3467457E+01  0.1135117E+03  0.5601518E+01  0.4971992E+03  0.3396065E-02  0.6629009E-05
  0.3630874E+01  0.8611926E+02  0.5469283E+01  0.4972652E+03  0.5833530E-02  0.1408841E-04
  0.3801993E+01  0.6567552E+02  0.5410088E+01  0.4972947E+03  0.9929959E-02  0.2980273E-04
  0.3981175E+01  0.5184480E+02  0.5319766E+01  0.4973397E+03  0.1664027E-01  0.5816920E-04
  0.4168802E+01  0.3958541E+02  0.5274834E+01  0.4973618E+03  0.2665282E-01  0.8903453E-04
  0.4365271E+01  0.3083721E+02  0.5231900E+01  0.4973832E+03  0.3999331E-01  0.1087531E-03
  0.4571000E+01  0.2427860E+02  0.5192798E+01  0.4974027E+03  0.5516717E-01  0.1113505E-03
  0.4786424E+01  0.1885852E+02  0.5213599E+01  0.4973922E+03  0.6956850E-01  0.1003373E-03
  0.5012001E+01  0.1357636E+02  0.5539844E+01  0.4972292E+03  0.8082872E-01  0.8270465E-04
  0.5248209E+01  0.1128160E+02  0.5652800E+01  0.4971726E+03  0.8818961E-01  0.8042876E-04
  0.5495548E+01  0.1029974E+02  0.5682202E+01  0.4971578E+03  0.9191522E-01  0.9079490E-04
  0.5754552E+01  0.1001283E+02  0.5641997E+01  0.4971779E+03  0.9332397E-01  0.1151179E-03
  0.6025755E+01  0.1000000E+02  0.5572396E+01  0.4972126E+03  0.9369369E-01  0.1568120E-03
  0.6309740E+01  0.1000000E+02  0.5517578E+01  0.4972401E+03  0.9371564E-01  0.2214114E-03
  0.6607109E+01  0.1001088E+02  0.5467767E+01  0.4972650E+03  0.9359351E-01  0.3195304E-03
  0.6918492E+01  0.1004770E+02  0.5415713E+01  0.4972910E+03  0.9337810E-01  0.4696153E-03
  0.7244551E+01  0.1016033E+02  0.5348515E+01  0.4973247E+03  0.9304569E-01  0.7102028E-03
  0.7585975E+01  0.1026583E+02  0.5288179E+01  0.4973549E+03  0.9253682E-01  0.1116456E-02
  0.7943491E+01  0.1033999E+02  0.5237955E+01  0.4973801E+03  0.9170319E-01  0.1846363E-02
  0.8317855E+01  0.1035763E+02  0.5199740E+01  0.4973993E+03  0.9025707E-01  0.3212364E-02
  0.8709862E+01  0.1031437E+02  0.5171898E+01  0.4974133E+03  0.8765129E-01  0.5809319E-02
  0.9120346E+01  0.1019410E+02  0.5157198E+01  0.4974207E+03  0.8283102E-01  0.1077104E-01
  0.9550174E+01  0.1000000E+02  0.5147862E+01  0.4974254E+03  0.7272869E-01  0.2134144E-01
  0.1000026E+02  0.1000000E+02  0.4910065E+01  0.4975417E+03  0.3119773E-03  0.9941482E-01
